TSP,TSP Name,Post Date/Time,Effective Gas Day/Time,Meas Basis Desc,Loc,Loc Zn,Loc Name,Loc Purp Desc,Loc/QTI,Flow Ind,DC,OPC,TSQ,OAC,IT,Auth Overrun Ind,Nom Cap Exceed Ind,All Qty Avail,Qty Reason
007933047,"Transwestern Pipeline Company, LLC",08/29/2022 8:22AM,08/28/2022 9:00AM,MMBtu,78491,PHOENIX,DESERT BASIN PLANT,MQ,DPQ,D,210000,150000,52641,97359,N,N,N,Y,
007933047,"Transwestern Pipeline Company, LLC",08/29/2022 8:22AM,08/28/2022 9:00AM,MMBtu,12354,CENTRAL,DOMINION GAS/TULE LAKE INTERCONNECT,M2,RPQ,R,10000,5000,50,4950,Y,N,N,Y,
007933047,"Transwestern Pipeline Company, LLC",08/29/2022 8:22AM,08/28/2022 9:00AM,MMBtu,13199,CENTRAL,EASTERN NEW MEXICO ROOSEVELT,MQ,DPQ,D,10000,10000,75,9925,N,N,N,Y,
007933047,"Transwestern Pipeline Company, LLC",08/29/2022 8:22AM,08/28/2022 9:00AM,MMBtu,500540,SAN JUAN2,EL PASO BLANCO I/C,MQ,DPQ,D,440000,440000,88657,351343,N,N,N,Y,
007933047,"Transwestern Pipeline Company, LLC",08/29/2022 8:22AM,08/28/2022 9:00AM,MMBtu,57336,PANHANDLE,ENERGAS DEL-GRAY,MQ,DPQ,D,50000,10000,44,9956,Y,N,N,Y,
007933047,"Transwestern Pipeline Company, LLC",08/29/2022 8:22AM,08/28/2022 9:00AM,MMBtu,53772,PANHANDLE,ENERGAS INTERCONNECT (STOCKER M M),MQ,DPQ,D,500,500,1,499,N,N,N,Y,
007933047,"Transwestern Pipeline Company, LLC",08/29/2022 8:22AM,08/28/2022 9:00AM,MMBtu,78423,SAN JUAN,ENTERPRISE CHACO PLANT I/C,M2,RPQ,R,250000,210000,145810,64190,Y,N,N,Y,
007933047,"Transwestern Pipeline Company, LLC",08/29/2022 8:22AM,08/28/2022 9:00AM,MMBtu,78093,CENTRAL,ENTERPRISE EDDY,M2,RPQ,R,100000,100000,39600,60400,Y,N,N,Y,
007933047,"Transwestern Pipeline Company, LLC",08/29/2022 8:22AM,08/28/2022 9:00AM,MMBtu,79075,WEST TEXAS,ENTERPRISE SOUTH EDDY,M2,RPQ,R,200000,200000,78458,121542,Y,N,N,Y,
007933047,"Transwestern Pipeline Company, LLC",08/29/2022 8:22AM,08/28/2022 9:00AM,MMBtu,56943,WEST TEXAS,ENTERPRISE WARD,MQ,DPQ,D,155000,155000,49335,105665,N,N,N,Y,
007933047,"Transwestern Pipeline Company, LLC",08/29/2022 8:22AM,08/28/2022 9:00AM,MMBtu,79063,WEST TEXAS,EOG PITCHFORK-DELIVERY,MQ,DPQ,D,10000,13500,10755,2745,Y,N,N,Y,
007933047,"Transwestern Pipeline Company, LLC",08/29/2022 8:22AM,08/28/2022 9:00AM,MMBtu,79072,WEST TEXAS,EOG RATTLESNAKE,MQ,DPQ,D,10000,10000,4539,5461,Y,N,N,Y,
007933047,"Transwestern Pipeline Company, LLC",08/29/2022 8:22AM,08/28/2022 9:00AM,MMBtu,100757,WEST TEXAS,EOG Red Hills,MQ,DPQ,D,55000,55000,20720,34280,N,N,N,Y,
007933047,"Transwestern Pipeline Company, LLC",08/29/2022 8:22AM,08/28/2022 9:00AM,MMBtu,78269,WEST TEXAS,ETC BLK #16 FUEL,MQ,DPQ,D,1000,2000,1,1999,Y,N,N,Y,
007933047,"Transwestern Pipeline Company, LLC",08/29/2022 8:22AM,08/28/2022 9:00AM,MMBtu,79087,WEST TEXAS,ETC HALLEY,M2,RPQ,R,90000,90000,64986,25014,Y,N,N,Y,
007933047,"Transwestern Pipeline Company, LLC",08/29/2022 8:22AM,08/28/2022 9:00AM,MMBtu,100704,PANHANDLE,ETC ISAAC FUEL,MQ,DPQ,D,2000,2000,200,1800,Y,N,N,Y,
007933047,"Transwestern Pipeline Company, LLC",08/29/2022 8:22AM,08/28/2022 9:00AM,MMBtu,79030,WEST TEXAS,ETC JV RANCH,M2,RPQ,R,100000,100000,20000,80000,Y,N,N,Y,
007933047,"Transwestern Pipeline Company, LLC",08/29/2022 8:22AM,08/28/2022 9:00AM,MMBtu,100701,WEST TEXAS,ETC PYOTE FUEL,MQ,DPQ,D,2000,2000,500,1500,Y,N,N,Y,
007933047,"Transwestern Pipeline Company, LLC",08/29/2022 8:22AM,08/28/2022 9:00AM,MMBtu,500607,WEST TEXAS,ETC PYOTE STATION  145,MQ,DPQ,D,1000,1000,400,600,Y,N,N,Y,
007933047,"Transwestern Pipeline Company, LLC",08/29/2022 8:22AM,08/28/2022 9:00AM,MMBtu,100705,WEST TEXAS,ETC RED HILLS FUEL,MQ,DPQ,D,3000,3000,758,2242,Y,N,N,Y,
007933047,"Transwestern Pipeline Company, LLC",08/29/2022 8:22AM,08/28/2022 9:00AM,MMBtu,500392,WEST TEXAS,ETC WAHA FUEL (COMP 765),MQ,DPQ,D,270,3000,1,2999,Y,N,N,Y,
007933047,"Transwestern Pipeline Company, LLC",08/29/2022 8:22AM,08/28/2022 9:00AM,MMBtu,78449,CENTRAL,FEAGAN CHAVES,M2,RPQ,R,50000,5000,750,4250,Y,N,N,Y,
007933047,"Transwestern Pipeline Company, LLC",08/29/2022 8:22AM,08/28/2022 9:00AM,MMBtu,500134,W. THOREAU,FLAGSTAFF DELIVERY POINT,MQ,DPQ,D,31000,31000,1274,29726,N,N,N,Y,
007933047,"Transwestern Pipeline Company, LLC",08/29/2022 8:22AM,08/28/2022 9:00AM,MMBtu,10552,CENTRAL,FRONTIER MALJAMAR PLANT,M2,RPQ,R,75000,75000,61403,13597,Y,N,N,Y,
007933047,"Transwestern Pipeline Company, LLC",08/29/2022 8:22AM,08/28/2022 9:00AM,MMBtu,78480,PHOENIX,GILA RIVER PLANT,MQ,DPQ,D,485000,485000,223403,261597,N,N,N,Y,
007933047,"Transwestern Pipeline Company, LLC",08/29/2022 8:22AM,08/28/2022 9:00AM,MMBtu,78069,W. THOREAU,GRIFFITH ENERGY DEL,MQ,DPQ,D,120000,120000,31360,88640,N,N,N,Y,
007933047,"Transwestern Pipeline Company, LLC",08/29/2022 8:22AM,08/28/2022 9:00AM,MMBtu,13315,PANHANDLE,H SIMONS #1,MQ,DPQ,D,3000,3000,5,2995,N,N,N,Y,
007933047,"Transwestern Pipeline Company, LLC",08/29/2022 8:22AM,08/28/2022 9:00AM,MMBtu,58444,PANHANDLE,I.S.I. FARM TAP-PARMER,MQ,DPQ,D,5000,11000,2000,9000,N,N,N,Y,
007933047,"Transwestern Pipeline Company, LLC",08/29/2022 8:22AM,08/28/2022 9:00AM,MMBtu,500239,CENTRAL,IACX BITTER LAKES,M2,RPQ,R,60000,59000,8500,50500,N,N,N,Y,
007933047,"Transwestern Pipeline Company, LLC",08/29/2022 8:22AM,08/28/2022 9:00AM,MMBtu,500238,CENTRAL,IACX RED BLUFF,M2,RPQ,R,40000,45000,3792,41208,N,N,N,Y,
007933047,"Transwestern Pipeline Company, LLC",08/29/2022 8:22AM,08/28/2022 9:00AM,MMBtu,56935,CENTRAL,INTEGRATED SERVICES DP-CHAVES,MQ,DPQ,D,3100,3100,1847,1253,N,N,N,Y,
007933047,"Transwestern Pipeline Company, LLC",08/29/2022 8:22AM,08/28/2022 9:00AM,MMBtu,79001,WEST TEXAS,INTREPID NORTH,MQ,DPQ,D,3800,3800,90,3710,N,N,N,Y,
007933047,"Transwestern Pipeline Company, LLC",08/29/2022 8:22AM,08/28/2022 9:00AM,MMBtu,13274,PANHANDLE,J. D. KELLY,MQ,DPQ,D,500,2000,9,1991,N,N,N,Y,
007933047,"Transwestern Pipeline Company, LLC",08/29/2022 8:22AM,08/28/2022 9:00AM,MMBtu,13328,PANHANDLE,L LUSK,MQ,DPQ,D,3000,1000,46,954,N,N,N,Y,
007933047,"Transwestern Pipeline Company, LLC",08/29/2022 8:22AM,08/28/2022 9:00AM,MMBtu,79027,PHOENIX,MESQUITE PLANT,MQ,DPQ,D,230000,235000,76000,159000,Y,N,N,Y,
007933047,"Transwestern Pipeline Company, LLC",08/29/2022 8:22AM,08/28/2022 9:00AM,MMBtu,13306,PANHANDLE,NEW MEXICO NAT. GAS CARSON TAP,MQ,DPQ,D,500,5000,240,4760,N,N,N,Y,
007933047,"Transwestern Pipeline Company, LLC",08/29/2022 8:22AM,08/28/2022 9:00AM,MMBtu,500084,CENTRAL,NMG BELEN TBS,MQ,DPQ,D,10000,14000,2000,12000,N,N,N,Y,
007933047,"Transwestern Pipeline Company, LLC",08/29/2022 8:22AM,08/28/2022 9:00AM,MMBtu,56422,SAN JUAN,NMG BLOOMFIELD,MQ,DPQ,D,150000,165000,41202,123798,Y,N,N,Y,
007933047,"Transwestern Pipeline Company, LLC",08/29/2022 8:22AM,08/28/2022 9:00AM,MMBtu,9236,PANHANDLE,NMG CURRY COUNTY,MQ,DPQ,D,22000,13000,1563,11437,Y,N,N,Y,
007933047,"Transwestern Pipeline Company, LLC",08/29/2022 8:22AM,08/28/2022 9:00AM,MMBtu,60921,CENTRAL,NMG RIO PUERCO BI-DIR,MQ,DPQ,D,300000,300000,24963,275037,N,N,N,Y,
007933047,"Transwestern Pipeline Company, LLC",08/29/2022 8:22AM,08/28/2022 9:00AM,MMBtu,58710,CENTRAL,NMG THOMPSON,MQ,DPQ,D,50000,50000,1011,48989,Y,N,N,Y,
007933047,"Transwestern Pipeline Company, LLC",08/29/2022 8:22AM,08/28/2022 9:00AM,MMBtu,61334,WEST TEXAS,NNG/TW ESTES WARD,MQ,DPQ,D,50000,50000,32282,17718,Y,N,N,Y,
007933047,"Transwestern Pipeline Company, LLC",08/29/2022 8:22AM,08/28/2022 9:00AM,MMBtu,500383,W. THOREAU,NUCOR STEEL I/C,MQ,DPQ,D,5000,5000,1463,3537,N,N,N,Y,
007933047,"Transwestern Pipeline Company, LLC",08/29/2022 8:22AM,08/28/2022 9:00AM,MMBtu,500168,WEST TEXAS,ONEOK WARD,MQ,DPQ,D,200000,200000,6126,193874,Y,N,N,Y,
007933047,"Transwestern Pipeline Company, LLC",08/29/2022 8:22AM,08/28/2022 9:00AM,MMBtu,8042,PANHANDLE,PEPL HANSFORD CACTUS,MQ,DPQ,D,80000,80000,143,79857,N,N,N,Y,
007933047,"Transwestern Pipeline Company, LLC",08/29/2022 8:22AM,08/28/2022 9:00AM,MMBtu,56698,W. THOREAU,PG&E TOPOCK,MQ,DPQ,D,375000,380000,142829,237171,N,N,N,Y,
007933047,"Transwestern Pipeline Company, LLC",08/29/2022 8:22AM,08/28/2022 9:00AM,MMBtu,500538,SAN JUAN2,RED CEDAR ARKANSAS LOOP,M2,RPQ,R,350000,350000,96297,253703,Y,N,N,Y,
007933047,"Transwestern Pipeline Company, LLC",08/29/2022 8:22AM,08/28/2022 9:00AM,MMBtu,78121,SAN JUAN2,RED CEDAR LAPLATA REC,M2,RPQ,R,50000,50000,8683,41317,N,N,N,Y,
007933047,"Transwestern Pipeline Company, LLC",08/29/2022 8:22AM,08/28/2022 9:00AM,MMBtu,78484,PHOENIX,RED HAWK PLANT,MQ,DPQ,D,500000,500000,71830,428170,N,N,N,Y,
007933047,"Transwestern Pipeline Company, LLC",08/29/2022 8:22AM,08/28/2022 9:00AM,MMBtu,78496,PHOENIX,SANTAN PLANT,MQ,DPQ,D,144084,203000,143952,59048,N,N,N,Y,
007933047,"Transwestern Pipeline Company, LLC",08/29/2022 8:22AM,08/28/2022 9:00AM,MMBtu,100719,WEST TEXAS,SENDERO CRAWFORD,M2,RPQ,R,110000,110000,35000,75000,Y,N,N,Y,
007933047,"Transwestern Pipeline Company, LLC",08/29/2022 8:22AM,08/28/2022 9:00AM,MMBtu,10487,W. THOREAU,SOCAL NEEDLES,MQ,DPQ,D,850000,850000,385756,464244,N,N,N,Y,
007933047,"Transwestern Pipeline Company, LLC",08/29/2022 8:22AM,08/28/2022 9:00AM,MMBtu,56697,W. THOREAU,SOCAL TOPOCK,MQ,DPQ,D,300000,300000,10615,289385,N,N,N,Y,
007933047,"Transwestern Pipeline Company, LLC",08/29/2022 8:22AM,08/28/2022 9:00AM,MMBtu,10594,PANHANDLE,SOUTHERN STAR-CANADIAN RIVER,MQ,DPQ,D,150000,150000,39575,110425,N,N,N,Y,
007933047,"Transwestern Pipeline Company, LLC",08/29/2022 8:22AM,08/28/2022 9:00AM,MMBtu,10594,PANHANDLE,SOUTHERN STAR-CANADIAN RIVER,M2,RPQ,R,150000,175000,8000,167000,Y,N,N,Y,
007933047,"Transwestern Pipeline Company, LLC",08/29/2022 8:22AM,08/28/2022 9:00AM,MMBtu,78403,PANHANDLE,SOUTHWEST CHEESE I/C,MQ,DPQ,D,5000,5000,1700,3300,N,N,N,Y,
007933047,"Transwestern Pipeline Company, LLC",08/29/2022 8:22AM,08/28/2022 9:00AM,MMBtu,78509,PANHANDLE,SPURLOCK #1,MQ,DPQ,D,3500,5000,96,4904,N,N,N,Y,
007933047,"Transwestern Pipeline Company, LLC",08/29/2022 8:22AM,08/28/2022 9:00AM,MMBtu,78481,PHOENIX,SUN VALLEY SOUTH DELIVERY,MQ,DPQ,D,35000,35000,68,34932,N,N,N,Y,
007933047,"Transwestern Pipeline Company, LLC",08/29/2022 8:22AM,08/28/2022 9:00AM,MMBtu,78492,PHOENIX,SUNDANCE PLANT,MQ,DPQ,D,210000,210000,5000,205000,N,N,N,Y,
007933047,"Transwestern Pipeline Company, LLC",08/29/2022 8:22AM,08/28/2022 9:00AM,MMBtu,100739,WEST TEXAS,TARGA DK BOYD FUEL,MQ,DPQ,D,3800,4000,1300,2700,Y,N,N,Y,
007933047,"Transwestern Pipeline Company, LLC",08/29/2022 8:22AM,08/28/2022 9:00AM,MMBtu,79026,PANHANDLE,TKO WILLIAMS,MQ,DPQ,D,1600,1600,244,1356,N,N,N,Y,
007933047,"Transwestern Pipeline Company, LLC",08/29/2022 8:22AM,08/28/2022 9:00AM,MMBtu,100718,WEST TEXAS,TRANS PECOS I/C,MQ,DPQ,D,500000,500000,5920,494080,N,N,N,Y,
007933047,"Transwestern Pipeline Company, LLC",08/29/2022 8:22AM,08/28/2022 9:00AM,MMBtu,13335,PANHANDLE,TW (CABOT) RANDALL CO COUNTRY CLUB,MQ,DPQ,D,5000,5000,5,4995,N,N,N,Y,
007933047,"Transwestern Pipeline Company, LLC",08/29/2022 8:22AM,08/28/2022 9:00AM,MMBtu,78003,W. THOREAU,TW/SGTC MOJAVE DEL.,MQ,DPQ,D,252000,252000,14311,237689,N,N,N,Y,
007933047,"Transwestern Pipeline Company, LLC",08/29/2022 8:22AM,08/28/2022 9:00AM,MMBtu,13300,WEST TEXAS,TW/WALTON FUEL DELIVERY,MQ,DPQ,D,1000,3000,5,2995,Y,N,N,Y,
007933047,"Transwestern Pipeline Company, LLC",08/29/2022 8:22AM,08/28/2022 9:00AM,MMBtu,500612,PANHANDLE,TW/WTG/HANSFORD CO I/C,MQ,DPQ,D,6000,6000,5920,80,N,N,N,Y,
007933047,"Transwestern Pipeline Company, LLC",08/29/2022 8:22AM,08/28/2022 9:00AM,MMBtu,500632,SAN JUAN,TWPL/TRANSCOLORADO BLANCO,M2,RPQ,R,450000,450000,54682,395318,Y,N,N,Y,
007933047,"Transwestern Pipeline Company, LLC",08/29/2022 8:22AM,08/28/2022 9:00AM,MMBtu,100730,WEST TEXAS,Targa Wildcat,M2,RPQ,R,200000,200000,41914,158086,Y,N,N,Y,
007933047,"Transwestern Pipeline Company, LLC",08/29/2022 8:22AM,08/28/2022 9:00AM,MMBtu,78464,W. THOREAU,UNS MOHAVE,MQ,DPQ,D,115000,115000,3920,111080,N,N,N,Y,
007933047,"Transwestern Pipeline Company, LLC",08/29/2022 8:22AM,08/28/2022 9:00AM,MMBtu,9260,PANHANDLE,WEST TX GAS/TW  (ENERGAS) RANDALL CANYON,MQ,DPQ,D,3000,3000,1,2999,N,N,N,Y,
007933047,"Transwestern Pipeline Company, LLC",08/29/2022 8:22AM,08/28/2022 9:00AM,MMBtu,16540,WEST TEXAS,WEST TX GAS/TW  WINKLER WEST TEXAS,MQ,DPQ,D,5000,11000,1480,9520,N,N,N,Y,
007933047,"Transwestern Pipeline Company, LLC",08/29/2022 8:22AM,08/28/2022 9:00AM,MMBtu,9259,PANHANDLE,WEST TX GAS/TW (ENERGAS) GRAY PAMPA,MQ,DPQ,D,3000,3000,1,2999,N,N,N,Y,
007933047,"Transwestern Pipeline Company, LLC",08/29/2022 8:22AM,08/28/2022 9:00AM,MMBtu,500535,SAN JUAN2,WFS IGNACIO PLANT I/C,M2,RPQ,R,300000,300000,63769,236231,Y,N,N,Y,
007933047,"Transwestern Pipeline Company, LLC",08/29/2022 8:22AM,08/28/2022 9:00AM,MMBtu,56419,SAN JUAN,WILLIAMS FIELD MILAGRO PLANT,M2,RPQ,R,450000,500000,154571,345429,Y,N,N,Y,
